Title,Ingredients,Summary,Image_Name,Cleaned_Ingredients
Pork Chops and Padrón Chiles en Escabèche,"['2 1–1½"" bone-in pork chops (about 1 lb. total)', '6 tsp. kosher salt, divided', '1 tsp. coriander seeds', '2 cups small Padrón chiles or shishito peppers, stems trimmed of dry ends but not completely cut off', '1 small red onion, halved through root end, sliced ¼"" thick', '2 small garlic cloves, thinly sliced', '8 oz. small carrots (about 6), tops trimmed, scrubbed, sliced ¼"" thick on a diagonal, or 8 oz. large carrots (about 2), tops trimmed, peeled, halved, sliced ¼"" thick on a diagonal', '3 Tbsp. red wine vinegar', '1 Tbsp. sherry vinegar or red wine vinegar', '1 Tbsp. honey', '1 tsp. paprika', '5 Tbsp. extra-virgin olive oil, divided', '3 Tbsp. coarsely chopped oregano', 'A spice mill or a mortar and pestle']",Preheat oven to 425°. Finely grind coriander seeds in a spice mill or with a mortar and pestle. Season each pork chop all over with 1 tsp. salt and let sit at least 1 hour.,pork-chops-and-padron-chiles-en-escabeche,"['2 1–1½"" bone-in pork chops (about 1 lb. total)', '6 tsp. kosher salt, divided', '1 tsp. coriander seeds', '2 cups small Padrón chiles or shishito peppers, stems trimmed of dry ends but not completely cut off', '1 small red onion, halved through root end, sliced ¼"" thick', '2 small garlic cloves, thinly sliced', '8 oz. small carrots (about 6), tops trimmed, scrubbed, sliced ¼"" thick on a diagonal, or 8 oz. large carrots (about 2), tops trimmed, peeled, halved, sliced ¼"" thick on a diagonal', '3 Tbsp. red wine vinegar', '1 Tbsp. sherry vinegar or red wine vinegar', '1 Tbsp. honey', '1 tsp. paprika', '5 Tbsp. extra-virgin olive oil, divided', '3 Tbsp. coarsely chopped oregano', 'A spice mill or a mortar and pestle']"
Doenjang Jjigae (된장찌개 / Fermented-Soybean Stew),"['4 cups Dashi', '¼ cup doenjang (Korean fermented soybean paste)', '1 tablespoon gochujang (Korean red chili paste)', '1 tablespoon gochugaru (Korean red chili flakes)', '6 garlic cloves, minced', '2 tablespoons soy sauce, or more to taste', '2 medium onions, cut into 1-inch dice', '2 medium green zucchini, cut into 1-inch chunks', '1 red Korean chili pepper or other long hot chili, thinly sliced on the bias', '1 green Korean chili pepper or other long hot chili, thinly sliced on the bias', '½ pound brisket, sliced ⅛ inch thick (you can ask your butcher to slice it) and cut into 2- to 3-inch strips', '1 pound soft or silken tofu, homemade (page 67) or store-bought, cut into 1-inch cubes', '½ bunch scallions, cut into 1-inch batons']",Put the dashi in a stockpot or other large pot set over medium-high heat and bring to a simmer. Whisk in the doenjang and cook for 10 minutes to bring out its natural sweetness. Add the gochujang and simmer for 5 minutes.,doenjang-jjigae-fermented-soybean-stew-my-korea,"['4 cups Dashi', '¼ cup doenjang (Korean fermented soybean paste)', '1 tablespoon gochujang (Korean red chili paste)', '1 tablespoon gochugaru (Korean red chili flakes)', '6 garlic cloves, minced', '2 tablespoons soy sauce, or more to taste', '2 medium onions, cut into 1-inch dice', '2 medium green zucchini, cut into 1-inch chunks', '1 red Korean chili pepper or other long hot chili, thinly sliced on the bias', '1 green Korean chili pepper or other long hot chili, thinly sliced on the bias', '½ pound brisket, sliced ⅛ inch thick (you can ask your butcher to slice it) and cut into 2- to 3-inch strips', '1 pound soft or silken tofu, homemade (page 67) or store-bought, cut into 1-inch cubes', '½ bunch scallions', 'cut into 1-inch batons']"
"Dakgangjeong (닭강정 / Korean Sweet, Crunchy Fried Chicken)","['2 ½ pounds chicken wingettes or dumettes or small pieces of chicken (see headnote)', '¼ teaspoon kosher salt', '¼ teaspoon ground black pepper', '½ cup potato starch', 'Vegetable oil', '⅓ cup toasted peanuts (optional)', '½ cup rice syrup or honey', '3 tablespoons soy sauce', '2 tablespoons brown or white sugar', '2 teaspoons white vinegar', '2 teaspoons yellow mustard', '2 tablespoons vegetable oil', '3 garlic cloves, mined', '1 teaspoon minced peeled ginger', '8 small dried red chili peppers', '2 teaspoons toasted sesame seeds', '2 to 3 teaspoons crushed red pepper flakes (optional)']","Mix the rice syrup, soy sauce, sugar, vinegar, and mustard in a small bowl. Add the chicken and peanuts (if using) to the bubbling sauce. Sprinkle with the toasted sesame seeds and a few teaspoons crushed red pepper flakes. Transfer to a large plate or platter and serve.",dakgangjeong-korean-sweet-crunchy-fried-chicken-maangchi,"['2 ½ pounds chicken wingettes or dumettes or small pieces of chicken (see headnote)', '¼ teaspoon kosher salt', '¼ teaspoon ground black pepper', '½ cup potato starch', 'Vegetable oil', '⅓ cup toasted peanuts (optional)', '½ cup rice syrup or honey', '3 tablespoons soy sauce', '2 tablespoons brown or white sugar', '2 teaspoons white vinegar', '2 teaspoons yellow mustard', '2 tablespoons vegetable oil', '3 garlic cloves, mined', '1 teaspoon minced peeled ginger', '8 small dried red chili peppers', '2 teaspoons toasted sesame seeds', '2 to 3 teaspoons crushed red pepper flakes (optional)']"
Spicy Pork Belly Sliders,"['1 medium onion, thinly sliced', '1 cup gochujang (Korean red chili paste)', '¼ cup soy sauce', '¼ cup minced garlic', '¼ cup sugar', '3 tablespoons sake', '2 tablespoons mirin', '2 tablespoons toasted sesame oil', '2 pounds skinless pork belly, sliced ¼ inch thick (ask the butcher to slice it) and cut into 2-inch squares', 'Unsalted butter', '12 slider buns', 'Mayonnaise', '2 English cucumbers, peeled, halved lengthwise, seeded, and sliced into matchsticks']","The pork belly must be marinated overnight. The sugars in the marinade will char and caramelize, giving you a more interesting texture.",spicy-pork-belly-sliders-jeyuk-bokkeum-hooni-kim,"['1 medium onion, thinly sliced', '1 cup gochujang (Korean red chili paste)', '¼ cup soy sauce', '¼ cup minced garlic', '¼ cup sugar', '3 tablespoons sake', '2 tablespoons mirin', '2 tablespoons toasted sesame oil', '2 pounds skinless pork belly, sliced ¼ inch thick (ask the butcher to slice it) and cut into 2-inch squares', 'Unsalted butter', '12 slider buns', 'Mayonnaise', '2 English cucumbers', 'peeled', 'halved lengthwise', 'seeded', 'and sliced into matchsticks']"
Thai Muslim–Style Grilled Chicken,"['1 3½–4-lb. whole chicken', '3 tsp. white or black peppercorns', '6 garlic cloves', '2 cilantro roots, chopped, or 2 Tbsp. (heaping) finely chopped cilantro stems', '3 Tbsp. (packed) light brown sugar', '2 Tbsp. fish sauce', '4 tsp. ground turmeric', '1 Tbsp. kosher salt', '2 tsp. ground coriander', '2 tsp. ground cumin', '1 tsp. ground cardamom', '½ cup (packed) chopped fresh ripe pineapple', '¼ cup distilled white vinegar or apple cider vinegar', '6 large garlic cloves, finely chopped', '3 red jalapeños or serrano chiles, seeds removed, finely chopped', '¼ cup granulated sugar', '1 tsp. kosher salt', '½ tsp. freshly ground white pepper', '1 tsp. (lightly packed) saffron threads or 1 tsp. ground turmeric', '2 tsp. granulated sugar', '1 tsp. kosher salt', '⅓ cup virgin coconut oil', 'Vegetable oil (for grill; optional)', '1 Tbsp. coarsely chopped cilantro', 'Cooked jasmine rice, coconut rice, or sticky rice (for serving)', 'A spice mill or a mortar and pestle']","Spatchcock chicken the Thai way by placing it breast side up on a large cutting board. Coat chicken completely in marinade, pressing to adhere and working into nooks and crannies. If using an oven, place a rack in bottom third of oven and preheat to 350°. Brush one third of basting liquid over skin. Bake, rotating baking sheet every 10 minutes, until an instant-read thermometer inserted into thickest part of breast and thighs registers 130°–140°, 35–40 minutes.",thai-muslim-style-grilled-chicken,"['1 3½–4-lb. whole chicken', '3 tsp. white or black peppercorns', '6 garlic cloves', '2 cilantro roots, chopped, or 2 Tbsp. (heaping) finely chopped cilantro stems', '3 Tbsp. (packed) light brown sugar', '2 Tbsp. fish sauce', '4 tsp. ground turmeric', '1 Tbsp. kosher salt', '2 tsp. ground coriander', '2 tsp. ground cumin', '1 tsp. ground cardamom', '½ cup (packed) chopped fresh ripe pineapple', '¼ cup distilled white vinegar or apple cider vinegar', '6 large garlic cloves, finely chopped', '3 red jalapeños or serrano chiles, seeds removed, finely chopped', '¼ cup granulated sugar', '1 tsp. kosher salt', '½ tsp. freshly ground white pepper', '1 tsp. (lightly packed) saffron threads or 1 tsp. ground turmeric', '2 tsp. granulated sugar', '1 tsp. kosher salt', '⅓ cup virgin coconut oil', 'Vegetable oil (for grill; optional)', '1 Tbsp. coarsely chopped cilantro', 'Cooked jasmine rice, coconut rice, or sticky rice (for serving)', 'A spice mill or a mortar and pestle']"
Fresh Fruit Tart With Almond Press-In Crust,"['2 large egg yolks', '1 cup all-purpose flour', '½ cup almond flour (such as Bob’s Red Mill Super-Fine Natural Almond Flour) or ½ cup all-purpose flour', '3 Tbsp. sugar', '1 tsp. kosher salt', '½ cup (1 stick) chilled unsalted butter, cut into pieces', '2 cups whole milk', '1 tsp. vanilla paste or 1½ tsp. vanilla extract', '4 large egg yolks', '⅓ cup sugar', '¼ cup cornstarch', '¼ tsp. kosher salt', '3 Tbsp. unsalted butter, cut into pieces', '12 oz. fresh blueberries', '6 oz. fresh blackberries, halved if very large', 'Special Equipment: A (9""-diameter) springform pan or tart pan with removable bottom']","Whisk egg yolks, sugar, cornstarch, and salt in a medium bowl. Add butter and rub and smash into dry ingredients with your fingers to create large, shaggy pieces. Divide dough in half, stack pieces, and press down firmly to smash together.",fresh-fruit-berry-tart-with-almond-press-in-crust,"['2 large egg yolks', '1 cup all-purpose flour', '½ cup almond flour (such as Bob’s Red Mill Super-Fine Natural Almond Flour) or ½ cup all-purpose flour', '3 Tbsp. sugar', '1 tsp. kosher salt', '½ cup (1 stick) chilled unsalted butter, cut into pieces', '2 cups whole milk', '1 tsp. vanilla paste or 1½ tsp. vanilla extract', '4 large egg yolks', '⅓ cup sugar', '¼ cup cornstarch', '¼ tsp. kosher salt', '3 Tbsp. unsalted butter, cut into pieces', '12 oz. fresh blueberries', '6 oz. fresh blackberries, halved if very large', 'Special Equipment: A (9""-diameter) springform pan or tart pan with removable bottom']"
Coconut Rice,"['1½ cups raw Thai jasmine rice', '½ cup coconut milk, preferably freshly extracted', '1 cup water', '1 tablespoon plus 2 teaspoons granulated sugar', '½ teaspoon salt', '½ cup coconut cream, preferably freshly extracted']",Rice is best done in a rice cooker. Coconut cream is a great addition to the rice.,coconut-rice-leela-punyaratabandhu,"['1½ cups raw Thai jasmine rice', '½ cup coconut milk, preferably freshly extracted', '1 cup water', '1 tablespoon plus 2 teaspoons granulated sugar', '½ teaspoon salt', '½ cup coconut cream', 'preferably freshly extracted']"
Peach and Sesame Crumble,"['⅓ cup raw sesame seeds', '1 lemon', '2½ lb. peaches (6–7), thinly sliced', '⅓ cup plus 1¼ cups sugar', '1¾ tsp. kosher salt, divided', '1 cup all-purpose flour', '½ cup (1 stick) unsalted butter', '½ tsp. ground cinnamon', '⅓ cup tahini', '2 tsp. toasted sesame oil', '1—2 tsp. cornstarch', 'Vanilla ice cream (for serving; optional)']","Lemon zest, butter, cinnamon, sugar, salt and flour are all needed. Toast sesame seeds on a rimmed baking sheet for 12–15 minutes.",peach-and-sesame-crumble,"['⅓ cup raw sesame seeds', '1 lemon', '2½ lb. peaches (6–7), thinly sliced', '⅓ cup plus 1¼ cups sugar', '1¾ tsp. kosher salt, divided', '1 cup all-purpose flour', '½ cup (1 stick) unsalted butter', '½ tsp. ground cinnamon', '⅓ cup tahini', '2 tsp. toasted sesame oil', '1—2 tsp. cornstarch', 'Vanilla ice cream (for serving; optional)']"
Pear and Hazelnut Frangipane Tart,"['1 cup hazelnuts, toasted, loose skins rubbed off in a kitchen towel, and cooled', '1/2 cup sugar', '1/4 cup all-purpose flour', '3/4 stick (6 tablespoons) cold unsalted butter, softened', '2 large eggs', '1 teaspoon vanilla extract', '1/2 teaspoon almond extract', '1 tart shell', '3 firm-ripe Bosc or Anjou pears', '1/4 cup apricot preserves, heated and strained']","Beat together butter and remaining 1/4 cup sugar. Add eggs 1 at a time, beating well after each addition. Reduce speed to low and mix in nut mixture until just combined.Spread frangipane filling evenly in tart shell. Brush pears (not filling) with preserves.",pear-and-hazelnut-frangipane-tart-105747,"['1 cup hazelnuts, toasted, loose skins rubbed off in a kitchen towel, and cooled', '1/2 cup sugar', '1/4 cup all-purpose flour', '3/4 stick (6 tablespoons) cold unsalted butter, softened', '2 large eggs', '1 teaspoon vanilla extract', '1/2 teaspoon almond extract', '1 tart shell', '3 firm-ripe Bosc or Anjou pears', '1/4 cup apricot preserves', 'heated and strained']"
Melted Broccoli Pasta With Capers and Anchovies,"['Kosher salt', '2 heads (about 1 pound, or 454g, total) broccoli, cut into bitesize florets', '12 ounces (340 g) whole-wheat penne pasta, or other short tubular pasta', '3 tablespoons (45 ml) extra-virgin olive oil, divided', '1 cup (54 g) panko or Freezer Bread Crumbs (see Note)', '4 oil-packed anchovy fillets', '¼ cup (36 g) capers, chopped if large (rinsed well if salt-packed)', '2 garlic cloves, minced', '¼ teaspoon red pepper flakes']","Bread crumbs, anchovies, garlic, and red pepper flakes are all needed. Broccoli florets should be cooked until bright green and crisp-tender.",melted-broccoli-pasta-sheela-prakash,"['Kosher salt', '2 heads (about 1 pound, or 454g, total) broccoli, cut into bitesize florets', '12 ounces (340 g) whole-wheat penne pasta, or other short tubular pasta', '3 tablespoons (45 ml) extra-virgin olive oil, divided', '1 cup (54 g) panko or Freezer Bread Crumbs (see Note)', '4 oil-packed anchovy fillets', '¼ cup (36 g) capers, chopped if large (rinsed well if salt-packed)', '2 garlic cloves, minced', '¼ teaspoon red pepper flakes']"
Dashi,"['1 gallon cold water', '1 (6-inch) square dashima (kombu)', '3 medium dried shiitake mushrooms', '12 large dried anchovies (gutted and heads removed)']","Put water, dashima, shiitake mushrooms, and anchovies in a covered stockpot or other large pot. Let stand at room temperature overnight or for 8 to 12 hours. Taste the dashi every 20 minutes to monitor the changes in flavor and texture.",my-korea-dashi-hooni-kim,"['1 gallon cold water', '1 (6-inch) square dashima (kombu)', '3 medium dried shiitake mushrooms', '12 large dried anchovies (gutted and heads removed)']"
Ginger and Tamarind Refresher,"['2½ cups (600 ml) water', '2½ oz (70 g) sour tamarind pulp or paste', '8 oz (225 g) fresh ginger, preferably young', '1 cup (200 g) sugar', 'One 1 L bottle chilled club soda or 4 cups (960 ml) chilled water']",This rejuvenating drink combines the mild heat of young ginger and the sourness of tamarind. Young ginger requires no peeling before use because its outer skin is so thin. I recommend using South Asian Tamarind which is a lot more sour than the Mexican variety.,ginger-and-tamarind-refresher-nik-sharma,"['2½ cups (600 ml) water', '2½ oz (70 g) sour tamarind pulp or paste', '8 oz (225 g) fresh ginger, preferably young', '1 cup (200 g) sugar', 'One 1 L bottle chilled club soda or 4 cups (960 ml) chilled water']"
Sumac and Saffron Refresher,"['15 to 20 saffron strands, plus a few extra strands for garnish', '½ cup (100 g) sugar', '3 green cardamom pods, smashed', '¼ cup (30 g) ground sumac', '3 cups (700 ml) chilled club soda or water']","Sumac is rich in citric, malic, and tartaric acids but also bitter tannins. Steeping it in water dissolves the water-soluble acids. Saffron is ground to a fine powder using a little sugar as an abrasive.",sumac-and-saffron-refresher-nik-sharma,"['15 to 20 saffron strands, plus a few extra strands for garnish', '½ cup (100 g) sugar', '3 green cardamom pods, smashed', '¼ cup (30 g) ground sumac', '3 cups (700 ml) chilled club soda or water']"
Peanut Butter Brookies,"['160g (5¾ oz / ½ cup + 2 tablespoons) smooth peanut butter', '220g (8 oz / 1 cup) light brown sugar', '1 large egg, plus 2 large egg yolks', '100g (3½ oz / ¾ cup) all-purpose flour', '1 teaspoon bicarbonate of soda (baking soda)', '½ teaspoon fine sea salt', '100g (3 oz) salted peanuts, roughly chopped', '150g (5½ oz / 1⅓ sticks) unsalted butter, diced, plus extra for greasing', '85g (3 oz / 1 cup) cocoa powder', '100g (3½ oz / ½ cup) caster (superfine) sugar', '100g (3½ oz / ⅓ cup + 2 tablespoons) light brown sugar', '¼ teaspoon fine sea salt', '1 teaspoon vanilla extract', '2 large eggs', '70g (2½ oz / ½ cup + 1 tablespoon) all-purpose flour']","Preheat the oven to 180°C (350°F), Gas Mark 4. Lightly grease a 13x9"" baking tin. Line with a piece of parchment paper that overhangs the two long sides. Secure in place with metal clips.",peanut-butter-brookies-edd-kimber,"['160g (5¾ oz / ½ cup + 2 tablespoons) smooth peanut butter', '220g (8 oz / 1 cup) light brown sugar', '1 large egg, plus 2 large egg yolks', '100g (3½ oz / ¾ cup) all-purpose flour', '1 teaspoon bicarbonate of soda (baking soda)', '½ teaspoon fine sea salt', '100g (3 oz) salted peanuts, roughly chopped', '150g (5½ oz / 1⅓ sticks) unsalted butter, diced, plus extra for greasing', '85g (3 oz / 1 cup) cocoa powder', '100g (3½ oz / ½ cup) caster (superfine) sugar', '100g (3½ oz / ⅓ cup + 2 tablespoons) light brown sugar', '¼ teaspoon fine sea salt', '1 teaspoon vanilla extract', '2 large eggs', '70g (2½ oz / ½ cup + 1 tablespoon) all-purpose flour']"
"Tacos de Gobernador (Shrimp, Poblano, and Cheese Tacos)","['4 teaspoons neutral cooking oil, such as canola oil', '1 onion, peeled and diced', '1 garlic clove, peeled and minced', '2 poblano chiles, stems removed, cut into 1⁄4-inch-wide strips', '8 corn tortillas', 'Juice of 3 limes', '1 slice bacon, diced small', '8 ounces peeled and deveined medium shrimp (preferably sizes 36/40 or 41/50; if you have bigger shrimp, slice them in half lengthwise)', '1 teaspoon kosher salt', '1 cup Queso Asadero cheese (if not available, substitute Teleme or Monterey Jack)', '2 limes, cut into wedges', 'Homemade or store-bought tangy red salsa']","Warm 3 teaspoons of the oil in a frying pan over medium-low heat. Add the onion and cook for 5 minutes, stirring gently. Add garlic and continue to cook for 3 minutes. Turn the heat to medium and add the chiles. Cook for 10 minutes.",tacos-de-gobernador-shrimp-poblano-and-cheese,"['4 teaspoons neutral cooking oil, such as canola oil', '1 onion, peeled and diced', '1 garlic clove, peeled and minced', '2 poblano chiles, stems removed, cut into 1⁄4-inch-wide strips', '8 corn tortillas', 'Juice of 3 limes', '1 slice bacon, diced small', '8 ounces peeled and deveined medium shrimp (preferably sizes 36/40 or 41/50; if you have bigger shrimp, slice them in half lengthwise)', '1 teaspoon kosher salt', '1 cup Queso Asadero cheese (if not available, substitute Teleme or Monterey Jack)', '2 limes, cut into wedges', 'Homemade or store-bought tangy red salsa']"
Kimchi Toast,"['4 oz. cream cheese, room temperature', '¾ cup finely chopped kimchi; plus more for serving (optional)', '2 scallions, thinly sliced on a diagonal', '1 cup cilantro leaves with tender stems', '½ lime', 'Kosher salt', '4 (¾""-thick) slices country-style bread, grilled or toasted', 'Chili oil and toasted white sesame seeds (for serving)']","Toss scallions and cilantro in a small bowl to combine. Squeeze in juice from lime, season with salt, and toss again. Smear kimchi cream cheese over each slice of bread.",kimchi-toast,"['4 oz. cream cheese, room temperature', '¾ cup finely chopped kimchi; plus more for serving (optional)', '2 scallions, thinly sliced on a diagonal', '1 cup cilantro leaves with tender stems', '½ lime', 'Kosher salt', '4 (¾""-thick) slices country-style bread, grilled or toasted', 'Chili oil and toasted white sesame seeds (for serving)']"
Buttered Tomatoes with Ginger,"['4 scallions', '4 Tbsp. unsalted butter', '1 (1"") piece ginger, peeled, cut into matchsticks', '1½ pounds tomatoes (about 3 medium), cut into (1"") pieces', '2 Tbsp. plus 1½ tsp. white or regular soy sauce', 'Kosher salt (optional)', 'Toasted country-style bread or cooked rice or pasta (for serving)']","Scallions, ginger, tomatoes and soy sauce are the stars of this recipe.",buttered-tomatoes-with-ginger,"['4 scallions', '4 Tbsp. unsalted butter', '1 (1"") piece ginger, peeled, cut into matchsticks', '1½ pounds tomatoes (about 3 medium), cut into (1"") pieces', '2 Tbsp. plus 1½ tsp. white or regular soy sauce', 'Kosher salt (optional)', 'Toasted country-style bread or cooked rice or pasta (for serving)']"
Burst Cherry Tomato Pasta,"['½ cup extra-virgin olive oil, plus more for drizzling', '6 garlic cloves, smashed', '2½ lb. cherry tomatoes (about 4 pints)', '2 large sprigs basil, plus 1 cup basil leaves, torn if large', '¾ tsp. crushed red pepper flakes', '1½ tsp. kosher salt, plus more', 'Pinch of sugar (optional)', '12 oz. casarecce or other medium-size pasta', '1 oz. Parmesan, finely grated (about ½ cup), plus more for serving']","Heat ½ cup oil in a large heavy pot over low. Add garlic and cook, stirring often with a wooden spoon, until softened but not browned. Add tomatoes, basil sprigs, red pepper flakes, and 1½ tsp. salt. Cook, stirring to coat, until some of the tomatoes begin to burst and release their juices, about 4 minutes.",burst-cherry-tomato-pasta,"['½ cup extra-virgin olive oil, plus more for drizzling', '6 garlic cloves, smashed', '2½ lb. cherry tomatoes (about 4 pints)', '2 large sprigs basil, plus 1 cup basil leaves, torn if large', '¾ tsp. crushed red pepper flakes', '1½ tsp. kosher salt, plus more', 'Pinch of sugar (optional)', '12 oz. casarecce or other medium-size pasta', '1 oz. Parmesan', 'finely grated (about ½ cup)', 'plus more for serving']"
Salted PB&J; Ice Cream Pie,"['1 sleeve (110 g) Ritz crackers or other cracker of your choice', '⅓ cup (45 g) raw peanuts or other nut or seed, finely chopped', '⅓ cup (67 g; packed) light or dark brown sugar', '½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt', '6 Tbsp. unsalted butter, melted', '3 large eggs', '½ cup (100 g; packed) light or dark brown sugar', '½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt', '1 tsp. vanilla extract', '½ cup (128 g) natural peanut butter or other natural nut or seed butter', '1½ cups heavy cream', '⅓ cup (100 g) grape jelly (preferably Bonne Maman) or other jelly, jam, or compote']","Crackers, peanuts, brown sugar, salt and butter are all needed. Crust can be baked 3 days ahead. Store tightly wrapped at room temperature or freeze up to 1 month.",salted-peanut-butter-jelly-pbj-ice-cream-pie,"['1 sleeve (110 g) Ritz crackers or other cracker of your choice', '⅓ cup (45 g) raw peanuts or other nut or seed, finely chopped', '⅓ cup (67 g; packed) light or dark brown sugar', '½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt', '6 Tbsp. unsalted butter, melted', '3 large eggs', '½ cup (100 g; packed) light or dark brown sugar', '½ tsp. Diamond Crystal or ¼ tsp. Morton kosher salt', '1 tsp. vanilla extract', '½ cup (128 g) natural peanut butter or other natural nut or seed butter', '1½ cups heavy cream', '⅓ cup (100 g) grape jelly (preferably Bonne Maman) or other jelly', 'jam', 'or compote']"
Farmers Market Farro Bowls,"['1 cup semi-pearled farro', '1 tsp. kosher salt, plus more', '4 large eggs', '1 large watermelon radish or 6–8 red radishes, trimmed, thinly sliced on a mandoline if you’ve got one', '¼ cup unseasoned rice vinegar', '2 Tbsp. sugar, divided', '1 (14-oz.) block extra-firm tofu, drained', '3 Tbsp. plus ¼ cup grapeseed or vegetable oil, divided', '2 Tbsp. fresh lime juice', '2 Tbsp. gochujang (Korean hot pepper paste)', '1 Tbsp. mayonnaise', '1 Tbsp. plus 1 tsp. soy sauce', '1 Tbsp. plus 1 tsp. toasted sesame oil', '1 medium zucchini or summer squash, halved lengthwise, cut crosswise into (¼""-thick) half-moons', '2–3 cups thinly sliced or shredded raw vegetables (such as carrots, scallions, blanched sugar snap peas, baby bok choy, cucumbers, pea shoots, or alfalfa sprouts)']","Cut tofu crosswise into ½""-thick slabs, then cut each slab on a diagonal to create 2 triangles. Heat 2 Tbsp. grapeseed oil in a large nonstick skillet over medium-high. Add tofu in a single layer, season with salt, and cook, undisturbed, until golden brown underneath, about 4 minutes.",farmers-market-farro-bowls-with-tofu,"['1 cup semi-pearled farro', '1 tsp. kosher salt, plus more', '4 large eggs', '1 large watermelon radish or 6–8 red radishes, trimmed, thinly sliced on a mandoline if you’ve got one', '¼ cup unseasoned rice vinegar', '2 Tbsp. sugar, divided', '1 (14-oz.) block extra-firm tofu, drained', '3 Tbsp. plus ¼ cup grapeseed or vegetable oil, divided', '2 Tbsp. fresh lime juice', '2 Tbsp. gochujang (Korean hot pepper paste)', '1 Tbsp. mayonnaise', '1 Tbsp. plus 1 tsp. soy sauce', '1 Tbsp. plus 1 tsp. toasted sesame oil', '1 medium zucchini or summer squash, halved lengthwise, cut crosswise into (¼""-thick) half-moons', '2–3 cups thinly sliced or shredded raw vegetables (such as carrots', 'scallions', 'blanched sugar snap peas', 'baby bok choy', 'cucumbers', 'pea shoots', 'or alfalfa sprouts)']"
Fancy and Beautiful Tomato Salad,"['1½ lb. heirloom tomatoes (about 3 medium), sliced into 8–12 wedges, depending on size', '12 oz. mixed cherry tomatoes (about 2 cups), halved, quartered if large', '1¾ tsp. kosher salt, divided, plus more', '1 lemon', '½ garlic clove', '6 Tbsp. extra-virgin olive oil', '2 Tbsp. za’atar', '2 cups pita chips', '1½ tsp. (or more) honey', '3.5 oz. feta, thinly sliced into planks', '½ cup basil leaves, torn if large', '½ cup mint leaves, torn if large']","Lemon zest, garlic, and za’atar oil can be used to make a simple salad. Add feta, basil, mint, and reserved tomatoes to bowl with chips.",fancy-and-beautiful-tomato-salad,"['1½ lb. heirloom tomatoes (about 3 medium), sliced into 8–12 wedges, depending on size', '12 oz. mixed cherry tomatoes (about 2 cups), halved, quartered if large', '1¾ tsp. kosher salt, divided, plus more', '1 lemon', '½ garlic clove', '6 Tbsp. extra-virgin olive oil', '2 Tbsp. za’atar', '2 cups pita chips', '1½ tsp. (or more) honey', '3.5 oz. feta, thinly sliced into planks', '½ cup basil leaves, torn if large', '½ cup mint leaves', 'torn if large']"
Chicken Thighs With Tomatoes and Feta,"['6 skin-on, bone-in chicken thighs (about 2¼ lb. total)', '½ tsp. kosher salt, plus more', '1¼ lb. cherry tomatoes (about 2 pints)', '¼ cup harissa paste', '3 Tbsp. red wine vinegar', '3 sprigs oregano, divided', '4 oz. feta, cut into (¼""-thick) planks', 'Crusty bread (for serving)']","Nestle chicken thighs into tomatoes, skin side up. Break feta into large pieces; scatter over chicken.",chicken-thighs-with-tomatoes-and-feta,"['6 skin-on, bone-in chicken thighs (about 2¼ lb. total)', '½ tsp. kosher salt, plus more', '1¼ lb. cherry tomatoes (about 2 pints)', '¼ cup harissa paste', '3 Tbsp. red wine vinegar', '3 sprigs oregano, divided', '4 oz. feta, cut into (¼""-thick) planks', 'Crusty bread (for serving)']"
Corn and Chickpea Bowls With Miso Tahini,"['2 small jalapeños, seeded, chopped', '1 (¾-inch) piece ginger, peeled, finely grated', '2 small garlic cloves, finely grated', '1 cup (packed) cilantro leaves with tender stems', '⅓ cup fresh lime juice', '⅓ cup tahini', '1 Tbsp. plus 1½ tsp. miso', 'Kosher salt', '3 Tbsp. extra-virgin olive oil, divided, plus more for drizzling', '2 garlic cloves, lightly crushed', '1 (14-oz.) can chickpeas rinsed, drained', '3 ears of corn, shucked, kernels removed', '1 Tbsp. spice blend (such as za’atar, vadouvan, hawaij, or berbere)', 'Kosher salt', '4 cups tender greens (such as Little Gem lettuce and/or watercress), torn if large', '2 avocados, cut into wedges', '4 small tomatoes, cut into wedges', 'Crumbled feta, cilantro sprigs, and lime wedges (for serving)']","Do Ahead: Dressing can be made 1 day ahead. Purée jalapeños, ginger, garlic, cilantro, lime juice, tahini, miso, and 3 Tbsp. water in a blender.",corn-and-chickpea-bowls-with-miso-tahini,"['2 small jalapeños, seeded, chopped', '1 (¾-inch) piece ginger, peeled, finely grated', '2 small garlic cloves, finely grated', '1 cup (packed) cilantro leaves with tender stems', '⅓ cup fresh lime juice', '⅓ cup tahini', '1 Tbsp. plus 1½ tsp. miso', 'Kosher salt', '3 Tbsp. extra-virgin olive oil, divided, plus more for drizzling', '2 garlic cloves, lightly crushed', '1 (14-oz.) can chickpeas rinsed, drained', '3 ears of corn, shucked, kernels removed', '1 Tbsp. spice blend (such as za’atar, vadouvan, hawaij, or berbere)', 'Kosher salt', '4 cups tender greens (such as Little Gem lettuce and/or watercress), torn if large', '2 avocados, cut into wedges', '4 small tomatoes, cut into wedges', 'Crumbled feta', 'cilantro sprigs', 'and lime wedges (for serving)']"
